Incident Date,State,City Or County,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,FIPS state,Population state,FIPS county,Population county
2024-05-21,Texas,La Grange,0,0,0,0,1,48000,29145505.0,48149,24435.0
2024-05-21,Georgia,Augusta,0,0,0,0,0,13000,10711908.0,13245,206607.0
2024-05-21,Maryland,Burtonsville,0,0,0,0,1,24000,6177224.0,24031,1062061.0
2024-05-21,Indiana,Chesterton,0,0,0,0,1,18000,6785528.0,18127,173215.0
2024-05-21,California,Palermo,0,0,0,0,0,06000,39538223.0,06007,211632.0
2024-05-20,Minnesota,Red Wing,0,0,0,0,0,27000,5706494.0,27049,47582.0
2024-05-20,Florida,Saint Petersburg,0,0,0,0,1,12000,21538187.0,12103,959107.0
2024-05-20,Florida,Bristol,0,0,0,0,1,12000,21538187.0,12077,7974.0
2024-05-19,Missouri,Cape Girardeau,0,2,0,0,2,29000,6154913.0,29031,81710.0
2024-05-18,Georgia,Kennesaw,1,0,0,0,1,13000,10711908.0,13067,766149.0
2024-05-18,Nevada,Las Vegas,0,1,0,0,0,32000,3104614.0,32003,2265461.0
2024-05-18,South Carolina,Boiling Springs,0,0,0,0,1,45000,5118425.0,45083,327997.0
2024-05-17,North Carolina,Statesville,0,0,0,0,1,37000,10439388.0,37097,186693.0
2024-05-16,Georgia,Canton,0,0,0,0,1,13000,10711908.0,13057,266620.0
2024-05-16,Ohio,Cleveland,0,0,0,0,1,39000,11799448.0,39035,1264817.0
2024-05-16,Texas,Odessa,0,0,0,0,1,48000,29145505.0,48135,165171.0
2024-05-16,Pennsylvania,Midland,0,0,0,0,0,42000,13002700.0,42007,168215.0
2024-05-16,Texas,Coleman,0,0,0,0,1,48000,29145505.0,48083,7684.0
2024-05-16,Kentucky,Louisville,0,0,0,0,0,21000,4505836.0,21111,782969.0
2024-05-15,Texas,Schertz,0,0,0,0,1,48000,29145505.0,48187,172706.0
2024-05-15,Arizona,Mesa,0,0,0,0,1,04000,7151502.0,04013,4420568.0
2024-05-15,Nevada,Las Vegas,0,0,0,0,1,32000,3104614.0,32003,2265461.0
2024-05-14,Tennessee,Knoxville,0,0,0,0,1,47000,6910840.0,47093,478971.0
2024-05-14,Wisconsin,Neosho,0,0,0,0,1,55000,5893718.0,55027,89396.0
2024-05-14,New Jersey,Newark,0,0,0,0,1,34000,9288994.0,34013,863728.0
2024-05-14,Indiana,Indianapolis,0,0,0,0,1,18000,6785528.0,18097,977203.0
2024-05-13,Indiana,Elkhart,0,0,0,0,1,18000,6785528.0,18039,207047.0
2024-05-13,Tennessee,Memphis,0,0,0,0,0,47000,6910840.0,47157,929744.0
2024-05-13,New Mexico,Albuquerque,0,0,0,0,0,35000,2117522.0,35001,676444.0
2024-05-13,Texas,Schertz,0,0,0,0,1,48000,29145505.0,48187,172706.0
2024-05-13,Illinois,Algonquin,0,0,0,0,1,17000,12812508.0,17111,310229.0
2024-05-11,New York,Seneca Falls,0,0,0,0,1,36000,20201249.0,36099,33814.0
2024-05-10,Florida,Tampa,0,0,0,0,1,12000,21538187.0,12057,1459762.0
2024-05-10,Florida,Florahome,0,0,0,0,1,12000,21538187.0,12107,73321.0
2024-05-10,Texas,Houston,0,1,0,0,0,48000,29145505.0,48201,4731145.0
2024-05-10,Virginia,Richmond,0,1,0,0,0,51000,8631393.0,51760,226610.0
2024-05-10,Mississippi,Tupelo,0,0,0,0,1,28000,2961279.0,28081,83343.0
2024-05-09,Texas,Desoto,0,0,0,0,1,48000,29145505.0,48113,2613539.0
2024-05-09,Delaware,Dover,0,0,0,0,1,10000,989948.0,10001,181851.0
2024-05-09,Louisiana,Bossier City,0,0,0,0,1,22000,4657757.0,22015,128746.0
2024-05-08,Arizona,Yuma,0,0,0,0,1,04000,7151502.0,04027,203881.0
2024-05-08,Florida,Lake Worth (Lantana),0,0,0,1,1,12000,21538187.0,12099,1492191.0
2024-05-08,California,San Diego,1,0,0,0,0,06000,39538223.0,06073,3298634.0
2024-05-08,New York,Syracuse,0,0,0,0,1,36000,20201249.0,36067,476516.0
2024-05-08,Texas,Sulphur Springs,0,0,0,0,1,48000,29145505.0,48223,36787.0
2024-05-08,Montana,Bozeman,0,0,0,0,0,30000,1084225.0,30031,118960.0
2024-05-07,North Carolina,Winston Salem (Winston-salem),0,1,0,0,1,37000,10439388.0,37067,382590.0
2024-05-07,Wisconsin,Madison,0,0,0,0,1,55000,5893718.0,55025,561504.0
2024-05-07,South Carolina,Greenville,0,0,0,0,1,45000,5118425.0,45045,525534.0
2024-05-07,Texas,Mesquite,0,0,0,0,1,48000,29145505.0,48113,2613539.0
2024-05-07,Missouri,Ballwin (Manchester),0,0,0,0,1,29000,6154913.0,29189,1004125.0
2024-05-06,North Carolina,Wilmington,0,0,0,0,1,37000,10439388.0,37129,225702.0
2024-05-06,Ohio,Akron,0,0,0,0,0,39000,11799448.0,39153,540428.0
2024-05-06,Georgia,Augusta,0,0,0,0,0,13000,10711908.0,13245,206607.0
2024-05-06,Virginia,Richmond,0,0,0,0,0,51000,8631393.0,51760,226610.0
2024-05-06,Alaska,Anchorage,0,0,0,0,0,02000,733391.0,02020,291247.0
2024-05-04,South Carolina,North Charleston,0,0,0,0,0,45000,5118425.0,45019,408235.0
2024-05-03,Washington D.C.,Washington,0,1,0,0,2,11000,689545.0,11001,689545.0
2024-05-03,California,Riverside,0,0,0,0,1,06000,39538223.0,06065,2418185.0
2024-05-03,Maryland,Annapolis,0,3,0,0,0,24000,6177224.0,24003,588261.0
2024-05-03,Texas,San Juan,0,0,0,0,1,48000,29145505.0,48215,870781.0
2024-05-03,Georgia,Bainbridge,0,0,0,0,0,13000,10711908.0,13087,29367.0
2024-05-03,Georgia,Decatur,0,0,0,0,1,13000,10711908.0,13087,29367.0
2024-05-02,Florida,Freeport,0,0,0,0,2,12000,21538187.0,12131,75305.0
2024-05-02,Illinois,Chicago,0,0,0,0,1,17000,12812508.0,17031,5275541.0
2024-05-02,North Carolina,Waxhaw,0,0,0,0,1,37000,10439388.0,37179,238267.0
2024-05-02,Maryland,Glen Burnie,0,0,0,0,2,24000,6177224.0,24003,588261.0
2024-05-02,Arizona,Elfrida,0,0,0,0,1,04000,7151502.0,04003,125447.0
2024-05-02,Delaware,Seaford,0,0,0,0,1,10000,989948.0,10005,237378.0
2024-05-01,South Carolina,Anderson,0,0,0,0,2,45000,5118425.0,45007,203718.0
2024-05-01,Florida,Fort Lauderdale (Sunrise),0,0,0,0,1,12000,21538187.0,12011,1944375.0
2024-05-01,Wisconsin,Mount Horeb,0,0,1,0,0,55000,5893718.0,55025,561504.0
2024-05-01,Connecticut,Hartford,0,0,0,0,1,09000,3605944.0,09003,899498.0
2024-04-30,New York,New York (Manhattan),0,0,0,0,0,36000,20201249.0,36061,1694251.0
2024-04-30,North Carolina,Durham,0,0,0,0,0,37000,10439388.0,37063,324833.0
2024-04-30,Florida,Saint Petersburg,0,0,0,0,1,12000,21538187.0,12103,959107.0
2024-04-30,Missouri,Saint Louis,0,0,0,0,0,29000,6154913.0,29510,301578.0
2024-04-30,Utah,Roy,0,0,0,0,4,49000,3271616.0,49057,262223.0
2024-04-29,California,Vallejo,0,0,0,0,0,06000,39538223.0,06095,453491.0
2024-04-29,Michigan,Livonia,0,0,0,0,0,26000,10077331.0,26163,1793561.0
2024-04-29,Georgia,Tifton,0,0,0,0,1,13000,10711908.0,13277,41344.0
2024-04-29,Arizona,Tucson,0,0,0,0,1,04000,7151502.0,04019,1043433.0
2024-04-29,Texas,Austin,0,0,0,0,1,48000,29145505.0,48453,1290188.0
2024-04-29,Mississippi,Ellisville,0,0,0,0,1,28000,2961279.0,28067,67246.0
2024-04-29,Indiana,Indianapolis,0,0,0,0,0,18000,6785528.0,18097,977203.0
2024-04-29,Kentucky,Louisville,0,0,0,0,0,21000,4505836.0,21111,782969.0
2024-04-26,New York,Schenectady,0,0,0,0,1,36000,20201249.0,36093,158061.0
2024-04-26,Tennessee,Memphis,0,0,0,0,0,47000,6910840.0,47157,929744.0
2024-04-26,Mississippi,Ridgeland,0,0,0,0,1,28000,2961279.0,28089,109145.0
2024-04-26,Tennessee,Newbern,0,0,0,0,1,47000,6910840.0,47045,36801.0
2024-04-25,Utah,Roy,0,0,0,0,1,49000,3271616.0,49057,262223.0
2024-04-25,Florida,Cocoa,0,0,0,0,1,12000,21538187.0,12009,606612.0
2024-04-25,Virginia,Naruna,0,0,0,0,1,51000,8631393.0,51031,55696.0
2024-04-25,Connecticut,North Haven,0,0,0,0,1,09000,3605944.0,09009,864835.0
2024-04-25,Alabama,Town Creek,0,0,0,0,1,01000,5024279.0,01079,33073.0
2024-04-24,Texas,San Antonio,0,0,0,0,0,48000,29145505.0,48029,2009324.0
2024-04-24,North Carolina,Kinston,0,0,0,0,2,37000,10439388.0,37107,55122.0
2024-04-24,Georgia,Hephzibah,0,0,0,0,1,13000,10711908.0,13245,206607.0
2024-04-24,Texas,Arlington,1,0,0,0,1,48000,29145505.0,48439,2110640.0
2024-04-24,Michigan,Mount Pleasant,0,0,0,0,1,26000,10077331.0,26073,64394.0
2024-04-24,Utah,Roy,0,0,0,0,1,49000,3271616.0,49057,262223.0
2024-04-24,Indiana,Bluffton,0,0,0,0,0,18000,6785528.0,18179,28180.0
2024-04-23,Tennessee,Memphis,0,0,0,0,1,47000,6910840.0,47157,929744.0
2024-04-23,North Carolina,Raleigh,0,0,0,0,1,37000,10439388.0,37183,1129410.0
2024-04-23,Illinois,Richton Park,0,0,0,0,1,17000,12812508.0,17031,5275541.0
2024-04-23,Louisiana,Deridder (DeRidder),0,0,0,0,0,22000,4657757.0,22011,36549.0
2024-04-23,Maryland,Clarksburg,0,0,0,0,1,24000,6177224.0,24031,1062061.0
2024-04-23,Montana,Helena,0,0,0,0,1,30000,1084225.0,30049,70973.0
2024-04-22,Colorado,Colorado Springs,0,0,0,0,1,08000,5773714.0,08041,730395.0
2024-04-22,Washington,West Richland,2,0,1,0,0,53000,7705281.0,53005,206873.0
2024-04-22,Florida,Miami,0,0,0,0,2,12000,21538187.0,12086,2701767.0
2024-04-22,Alabama,Birmingham,0,0,1,0,0,01000,5024279.0,01073,674721.0
2024-04-22,Washington,Seattle,0,0,0,0,1,53000,7705281.0,53033,2269675.0
2024-04-22,South Carolina,Gaffney,0,0,0,0,1,45000,5118425.0,45021,56216.0
2024-04-22,Michigan,Kalamazoo,0,0,0,0,1,26000,10077331.0,26077,261670.0
2024-04-21,Delaware,Dover,1,0,0,0,2,10000,989948.0,10001,181851.0
2024-04-20,New York,Johnson City,0,0,0,0,1,36000,20201249.0,36007,198683.0
2024-04-19,Louisiana,New Orleans,0,1,0,0,0,22000,4657757.0,22071,383997.0
2024-04-19,North Carolina,Charlotte,0,0,0,0,0,37000,10439388.0,37119,1115482.0
2024-04-19,Louisiana,Ball,0,0,0,0,1,22000,4657757.0,22079,130023.0
2024-04-18,North Carolina,Hope Mills,0,0,0,0,1,37000,10439388.0,37051,334728.0
2024-04-18,New York,Rochester (Brighton),0,0,0,0,1,36000,20201249.0,36055,759443.0
2024-04-18,Tennessee,Nashville,0,0,0,0,1,47000,6910840.0,47037,715884.0
2024-04-18,Missouri,Granby,0,0,0,0,0,29000,6154913.0,29145,58648.0
2024-04-18,Tennessee,Readyville,0,0,0,0,0,47000,6910840.0,47149,341486.0
2024-04-17,Michigan,Grand Rapids,0,0,0,0,0,26000,10077331.0,26081,657974.0
2024-04-17,Alabama,Opelika,0,0,0,0,1,01000,5024279.0,01081,174241.0
2024-04-17,Pennsylvania,Wilkes Barre,0,0,0,0,1,42000,13002700.0,42079,325594.0
2024-04-16,Georgia,Cumming,0,0,0,0,1,13000,10711908.0,13117,251283.0
2024-04-16,North Carolina,Concord,1,0,0,0,0,37000,10439388.0,37025,225804.0
2024-04-16,Maryland,Gaithersburg,0,0,0,0,1,24000,6177224.0,24031,1062061.0
2024-04-15,North Carolina,Greensboro,0,0,0,0,2,37000,10439388.0,37081,541299.0
2024-04-15,Virginia,Charlottesville,0,0,0,0,1,51000,8631393.0,51003,112395.0
2024-04-15,California,Ukiah,0,0,0,0,1,06000,39538223.0,06045,91601.0
2024-04-15,Georgia,Covington,0,0,0,0,2,13000,10711908.0,13217,112483.0
2024-04-15,Louisiana,Jennings,0,0,0,0,1,22000,4657757.0,22053,32250.0
2024-04-14,North Carolina,Greensboro,0,0,0,0,2,37000,10439388.0,37081,541299.0
2024-04-13,Georgia,Kennesaw,0,0,0,0,1,13000,10711908.0,13067,766149.0
2024-04-12,North Carolina,Chocowinity,0,0,0,0,2,37000,10439388.0,37013,44652.0
2024-04-12,Texas,Dallas,0,1,0,0,1,48000,29145505.0,48113,2613539.0
2024-04-12,South Carolina,Clover,0,0,0,0,1,45000,5118425.0,45091,282090.0
2024-04-12,Rhode Island,Providence,0,0,0,0,1,44000,1097379.0,44007,660741.0
2024-04-12,Tennessee,Memphis,0,0,0,0,1,47000,6910840.0,47157,929744.0
2024-04-11,Utah,Roy,0,0,0,0,1,49000,3271616.0,49057,262223.0
2024-04-09,New Mexico,Roswell,0,0,0,0,3,35000,2117522.0,35005,65157.0
2024-04-09,California,Windsor,0,0,0,0,1,06000,39538223.0,06097,488863.0
2024-04-09,New Mexico,Albuquerque,0,0,0,0,1,35000,2117522.0,35001,676444.0
2024-04-08,Washington,Vancouver,0,0,0,0,1,53000,7705281.0,53011,503311.0
2024-04-05,Illinois,Wood River,0,0,0,0,1,17000,12812508.0,17119,265859.0
2024-04-04,Missouri,Springfield,0,0,0,0,0,29000,6154913.0,29077,298915.0
2024-04-04,Maryland,Middle River,0,0,0,0,1,24000,6177224.0,24005,854535.0
2024-04-03,Florida,Pensacola,0,0,0,0,0,12000,21538187.0,12033,321905.0
2024-04-02,Illinois,Chicago,0,0,0,0,0,17000,12812508.0,17031,5275541.0
2024-04-02,North Carolina,Durham,0,1,0,0,0,37000,10439388.0,37063,324833.0
2024-04-02,Minnesota,Burnsville,0,0,0,0,1,27000,5706494.0,27037,439882.0
2024-04-02,Texas,Houston,0,0,0,0,1,48000,29145505.0,48201,4731145.0
2024-04-02,Massachusetts,Cambridge,0,0,0,0,0,25000,7029917.0,25017,1632002.0
2024-04-01,Florida,Sanford,0,0,0,0,1,12000,21538187.0,12117,470856.0
2024-04-01,Arizona,Phoenix,0,0,0,0,1,04000,7151502.0,04013,4420568.0
2024-04-01,Arizona,Phoenix,0,0,0,0,1,04000,7151502.0,04013,4420568.0
2024-03-29,South Carolina,Orangeburg,0,0,0,0,1,45000,5118425.0,45075,84223.0
2024-03-28,Louisiana,Shreveport,0,0,0,0,3,22000,4657757.0,22017,237848.0
2024-03-28,South Carolina,Chester,0,0,0,0,1,45000,5118425.0,45023,32294.0
2024-03-28,Tennessee,Dover,0,0,0,0,0,47000,6910840.0,47161,13657.0
2024-03-27,Washington,Pullman,0,0,0,0,0,53000,7705281.0,53075,47973.0
2024-03-26,Nevada,Las Vegas,0,0,0,0,1,32000,3104614.0,32003,2265461.0
2024-03-26,Missouri,Charleston,0,0,0,0,1,29000,6154913.0,29133,12577.0
2024-03-25,Texas,Vernon,0,0,0,0,2,48000,29145505.0,48487,12887.0
2024-03-23,North Carolina,Charlotte,0,0,0,0,1,37000,10439388.0,37119,1115482.0
2024-03-22,North Carolina,Charlotte,0,0,0,0,0,37000,10439388.0,37119,1115482.0
2024-03-22,Florida,Miami,0,0,0,0,1,12000,21538187.0,12086,2701767.0
2024-03-22,Tennessee,Memphis,0,0,0,0,2,47000,6910840.0,47157,929744.0
2024-03-21,Mississippi,Canton,0,0,0,0,1,28000,2961279.0,28089,109145.0
2024-03-21,North Carolina,Wilmington,0,0,0,0,1,37000,10439388.0,37129,225702.0
2024-03-21,Ohio,Toledo,0,0,0,0,1,39000,11799448.0,39095,431279.0
2024-03-20,North Carolina,Newton Grove,0,0,0,0,1,37000,10439388.0,37163,59036.0
2024-03-20,Illinois,Chicago,0,0,0,0,1,17000,12812508.0,17031,5275541.0
2024-03-20,California,Victorville,0,0,0,0,1,06000,39538223.0,06071,2181654.0
2024-03-20,Arizona,Flagstaff,0,0,0,0,0,04000,7151502.0,04005,145101.0
2024-03-20,North Carolina,Pembroke,0,0,0,0,1,37000,10439388.0,37155,116530.0
2024-03-20,Ohio,Cincinnati (Lockland),0,0,0,0,1,39000,11799448.0,39061,830639.0
2024-03-20,Indiana,Terre Haute,0,0,0,0,0,18000,6785528.0,18167,106153.0
2024-03-19,Texas,Rosharon,0,0,0,0,0,48000,29145505.0,48039,372031.0
2024-03-19,North Carolina,Charlotte,0,0,0,0,1,37000,10439388.0,37119,1115482.0
2024-03-19,Illinois,Dunlap,0,0,0,0,1,17000,12812508.0,17143,181830.0
2024-03-18,Alabama,Huntsville,0,0,0,1,0,01000,5024279.0,01089,388153.0
2024-03-18,Pennsylvania,Hermitage,0,0,0,0,0,42000,13002700.0,42085,110652.0
2024-03-18,Florida,Gulf Breeze,0,0,0,0,1,12000,21538187.0,12113,188000.0
2024-03-18,Louisiana,Baton Rouge,0,0,0,0,0,22000,4657757.0,22033,456781.0
2024-03-15,North Carolina,Charlotte,0,0,0,0,1,37000,10439388.0,37119,1115482.0
2024-03-15,California,Antioch,0,0,0,0,0,06000,39538223.0,06013,1165927.0
2024-03-14,Georgia,Marietta,0,0,0,0,1,13000,10711908.0,13067,766149.0
2024-03-14,Maryland,Baltimore,0,0,0,0,1,24000,6177224.0,24510,585708.0
2024-03-13,Oklahoma,Tulsa,0,0,0,0,1,40000,3959353.0,40143,669279.0
2024-03-13,Ohio,Massillon,0,0,0,0,1,39000,11799448.0,39151,374853.0
2024-03-13,Washington,Seattle,0,1,0,0,0,53000,7705281.0,53033,2269675.0
2024-03-13,Virginia,Arlington,0,0,0,0,1,51000,8631393.0,51013,238643.0
2024-03-12,Washington,Tacoma,0,0,0,0,1,53000,7705281.0,53053,921130.0
2024-03-12,Maryland,Gaithersburg,0,0,0,0,1,24000,6177224.0,24031,1062061.0
2024-03-12,California,Redwood City,0,0,0,0,1,06000,39538223.0,06081,764442.0
2024-03-12,Missouri,Riverside,0,0,0,0,1,29000,6154913.0,29165,106718.0
2024-03-12,Ohio,Cincinnati,0,0,0,0,1,39000,11799448.0,39061,830639.0
2024-03-12,Georgia,Grovetown,0,0,0,0,0,13000,10711908.0,13073,156010.0
2024-03-12,New Mexico,Albuquerque,0,0,0,0,1,35000,2117522.0,35001,676444.0
2024-03-12,Georgia,Cumming,0,0,0,0,1,13000,10711908.0,13117,251283.0
2024-03-11,Arkansas,Sulphur Rock,0,0,0,0,0,05000,3011524.0,05063,37938.0
2024-03-11,North Carolina,Charlotte (Mint Hill),0,0,0,0,0,37000,10439388.0,37119,1115482.0
2024-03-11,Massachusetts,Springfield,0,0,0,0,1,25000,7029917.0,25013,465825.0
2024-03-10,Texas,Beaumont,0,0,0,0,1,48000,29145505.0,48245,256526.0
2024-03-08,Georgia,Lawrenceville,0,0,0,0,1,13000,10711908.0,13135,957062.0
2024-03-07,New York,Liberty,0,0,0,0,1,36000,20201249.0,36105,78624.0
2024-03-07,Arizona,Phoenix,0,0,1,0,0,04000,7151502.0,04013,4420568.0
2024-03-07,Tennessee,Chattanooga,0,0,0,0,1,47000,6910840.0,47065,366207.0
2024-03-07,New York,Brooklyn,0,0,0,0,0,36000,20201249.0,36047,2736074.0
2024-03-07,Kentucky,Lexington,0,0,0,0,0,21000,4505836.0,21067,322570.0
2024-03-07,Wisconsin,Milwaukee,0,0,0,0,1,55000,5893718.0,55079,939489.0
2024-03-06,Virginia,Franklin,0,0,0,0,0,51000,8631393.0,51067,54477.0
2024-03-06,Washington,Yelm,0,0,0,0,1,53000,7705281.0,53067,294793.0
2024-03-06,Maryland,Waldorf,0,0,0,0,0,24000,6177224.0,24017,166617.0
2024-03-05,Pennsylvania,Philadelphia,0,1,0,0,0,42000,13002700.0,42101,1603797.0
2024-03-05,Washington,Kennewick,0,0,0,0,1,53000,7705281.0,53005,206873.0
2024-03-05,Indiana,Fishers,0,0,0,0,1,18000,6785528.0,18057,347467.0
2024-03-05,Indiana,Indianapolis (Lawrence),0,1,0,0,1,18000,6785528.0,18097,977203.0
2024-03-04,Oklahoma,Tishomingo,0,1,0,0,0,40000,3959353.0,40069,10272.0
2024-03-04,Tennessee,Brighton,0,0,0,0,1,47000,6910840.0,47167,60970.0
2024-03-04,Texas,Corpus Christi,0,0,0,0,2,48000,29145505.0,48355,353178.0
2024-03-04,South Carolina,Hartsville,0,0,0,0,1,45000,5118425.0,45031,62905.0
2024-03-04,North Carolina,Winston Salem (Winston-salem),0,0,0,0,0,37000,10439388.0,37067,382590.0
2024-03-02,Indiana,Rochester,0,0,0,0,1,18000,6785528.0,18049,20480.0
2024-03-02,Missouri,Kansas City (North Kansas City),0,2,0,0,2,29000,6154913.0,29047,253335.0
2024-03-01,Ohio,Cleveland (Lyndhurst),0,0,0,0,1,39000,11799448.0,39035,1264817.0
2024-03-01,Virginia,Alexandria,0,0,0,0,0,51000,8631393.0,51510,159467.0
2024-03-01,North Carolina,Wilson,0,0,0,0,0,37000,10439388.0,37195,78784.0
2024-03-01,Louisiana,Carencro,1,0,0,0,3,22000,4657757.0,22055,241753.0
2024-03-01,North Carolina,Charlotte (Mint Hill),0,0,0,0,0,37000,10439388.0,37119,1115482.0
2024-03-01,Utah,Layton,0,0,0,0,1,49000,3271616.0,49011,362679.0
2024-03-01,Arkansas,Little Rock,0,0,0,0,1,05000,3011524.0,05119,399125.0
2024-02-29,Tennessee,Memphis,0,0,0,0,1,47000,6910840.0,47157,929744.0
2024-02-29,Virginia,Vinton,0,0,0,0,1,51000,8631393.0,51770,100011.0
2024-02-29,Texas,Temple,0,0,0,0,0,48000,29145505.0,48027,370647.0
2024-02-29,Texas,Midlothian,0,0,0,0,1,48000,29145505.0,48139,192455.0
2024-02-29,Texas,Houston,0,0,0,0,1,48000,29145505.0,48201,4731145.0
2024-02-29,South Carolina,Greenville,0,0,0,0,1,45000,5118425.0,45045,525534.0
2024-02-29,North Carolina,Asheville,0,0,0,0,1,37000,10439388.0,37021,269452.0
2024-02-29,Florida,Jacksonville,0,0,0,0,1,12000,21538187.0,12031,995567.0
2024-02-28,Arizona,Buckeye,0,0,0,0,1,04000,7151502.0,04013,4420568.0
2024-02-28,Oklahoma,Poteau,0,0,0,0,0,40000,3959353.0,40079,48129.0
2024-02-28,South Carolina,Hilton Head Island,0,0,0,0,0,45000,5118425.0,45013,187117.0
2024-02-28,Mississippi,Jackson,0,0,0,0,1,28000,2961279.0,28049,227742.0
2024-02-27,New Jersey,Newark,0,0,0,0,1,34000,9288994.0,34013,863728.0
2024-02-27,Kentucky,Erlanger,0,0,0,0,1,21000,4505836.0,21117,169064.0
2024-02-27,Georgia,Snellville,0,0,0,0,1,13000,10711908.0,13135,957062.0
2024-02-27,Delaware,Georgetown,0,0,0,0,2,10000,989948.0,10005,237378.0
2024-02-27,South Carolina,Myrtle Beach,0,0,0,0,1,45000,5118425.0,45051,351029.0
2024-02-27,Illinois,Carol Stream,0,0,0,0,1,17000,12812508.0,17043,932877.0
2024-02-27,Kentucky,Louisville,0,0,0,0,0,21000,4505836.0,21111,782969.0
2024-02-26,Texas,Odessa,0,1,0,0,1,48000,29145505.0,48135,165171.0
2024-02-26,North Carolina,Shelby,0,0,0,0,0,37000,10439388.0,37045,99519.0
2024-02-26,South Carolina,Mccormick,0,0,0,0,0,45000,5118425.0,45065,9526.0
2024-02-26,Arizona,Casa Grande,0,0,0,0,1,04000,7151502.0,04021,425264.0
2024-02-26,Tennessee,Nashville,0,0,0,0,2,47000,6910840.0,47037,715884.0
2024-02-26,Missouri,Saint Louis,0,0,0,0,1,29000,6154913.0,29510,301578.0
2024-02-25,Illinois,Evanston,0,0,0,0,0,17000,12812508.0,17031,5275541.0
2024-02-23,West Virginia,Bluefield,0,1,0,0,0,54000,1793716.0,54055,59664.0
2024-02-23,Florida,Palmetto,0,0,0,0,1,12000,21538187.0,12081,399710.0
2024-02-23,Indiana,Portland,0,0,0,0,1,18000,6785528.0,18075,20478.0
2024-02-23,Illinois,Gurnee,0,0,0,0,1,17000,12812508.0,17097,714342.0
2024-02-23,Pennsylvania,Elverson,0,0,0,0,0,42000,13002700.0,42029,534413.0
2024-02-23,Kansas,Olathe,0,0,0,0,1,20000,2937880.0,20091,609863.0
2024-02-23,Wyoming,Gillette,0,0,0,0,1,56000,576851.0,56005,47026.0
2024-02-22,Tennessee,Memphis,0,0,0,0,2,47000,6910840.0,47157,929744.0
2024-02-22,Florida,Fort Lauderdale,0,0,0,0,1,12000,21538187.0,12011,1944375.0
2024-02-22,Georgia,Gainesville,0,0,0,0,1,13000,10711908.0,13139,203136.0
2024-02-22,Ohio,Canal Winchester,0,0,0,0,1,39000,11799448.0,39049,1323807.0
2024-02-21,Ohio,Euclid,0,0,0,0,1,39000,11799448.0,39035,1264817.0
2024-02-21,Nevada,Las Vegas,0,0,0,0,2,32000,3104614.0,32003,2265461.0
2024-02-21,Texas,Edinburg,0,0,0,0,1,48000,29145505.0,48215,870781.0
2024-02-21,Arkansas,Sheridan,0,0,0,0,1,05000,3011524.0,05053,17958.0
2024-02-20,North Carolina,Greensboro,0,0,0,0,0,37000,10439388.0,37081,541299.0
2024-02-20,Michigan,Saginaw,0,0,0,0,1,26000,10077331.0,26145,190124.0
2024-02-20,South Carolina,Leesville (Batesburg-leesville),0,0,0,0,1,45000,5118425.0,45063,293991.0
2024-02-20,Virginia,Richmond,0,0,0,0,0,51000,8631393.0,51760,226610.0
2024-02-20,Texas,Amarillo,0,0,0,0,2,48000,29145505.0,48375,118525.0
2024-02-20,Alabama,Pell City,0,0,0,0,2,01000,5024279.0,01115,91103.0
2024-02-19,Texas,Mesquite,0,0,0,1,1,48000,29145505.0,48113,2613539.0
2024-02-16,Georgia,Athens,0,0,0,0,1,13000,10711908.0,13059,128671.0
2024-02-16,Louisiana,Lake Charles,0,0,0,0,1,22000,4657757.0,22019,216785.0
2024-02-16,North Carolina,Ramseur,0,0,0,0,0,37000,10439388.0,37151,144171.0
2024-02-16,Tennessee,Nashville,0,0,0,0,1,47000,6910840.0,47037,715884.0
2024-02-16,Colorado,Colorado Springs,2,0,0,0,1,08000,5773714.0,08041,730395.0
2024-02-16,Wisconsin,Racine,0,0,0,0,1,55000,5893718.0,55101,197727.0
2024-02-15,Tennessee,Nashville,0,0,0,0,1,47000,6910840.0,47037,715884.0
2024-02-15,North Carolina,Fayetteville,0,0,0,0,1,37000,10439388.0,37051,334728.0
2024-02-15,Pennsylvania,Harrisburg,0,0,0,0,1,42000,13002700.0,42043,286401.0
2024-02-15,South Carolina,Irmo,0,0,0,0,1,45000,5118425.0,45079,416147.0
2024-02-14,Texas,Lufkin,0,0,0,0,0,48000,29145505.0,48005,86395.0
2024-02-14,Georgia,Atlanta,0,4,0,0,1,13000,10711908.0,13121,1066710.0
2024-02-14,Maryland,Baltimore,0,0,0,0,1,24000,6177224.0,24510,585708.0
2024-02-14,Alabama,Birmingham,0,0,0,0,0,01000,5024279.0,01073,674721.0
2024-02-14,Virginia,Charlottesville,0,0,0,0,1,51000,8631393.0,51003,112395.0
2024-02-14,Oklahoma,Choctaw,0,0,0,0,0,40000,3959353.0,40023,14204.0
2024-02-13,Washington,Yakima,0,0,0,0,1,53000,7705281.0,53077,256728.0
2024-02-13,Mississippi,Raymond,0,0,0,0,0,28000,2961279.0,28049,227742.0
2024-02-13,Texas,Houston,0,0,0,0,0,48000,29145505.0,48201,4731145.0
2024-02-13,North Carolina,Raleigh,0,0,0,0,0,37000,10439388.0,37183,1129410.0
2024-02-12,Washington,Burlington,0,0,0,0,1,53000,7705281.0,53057,129523.0
